epoch,train loss,val loss,swa
0.0,59.622952695845214,58.53017000367604,n
19.0,15.647292244251966,25.268036410289724,y
39.0,8.805870753886158,17.30069790757382,y
59.0,7.195548497498992,17.09955945564675,y
79.0,5.938537763304393,16.27135545385934,y
99.0,5.335775054296212,16.610294077371687,y
119.0,5.062033531278709,17.197472179800734,y
139.0,4.891114721102369,17.438624221117387,y
159.0,4.173214685975337,16.99695829066588,y
179.0,4.051473402128783,16.119925649981425,y
199.0,4.108285393280354,16.475202479201894,y
