epoch,train loss,val loss,swa
0.0,60.24820583086657,53.74878934128531,n
19.0,18.260187885338837,21.992336539701483,y
39.0,9.600099005034043,15.732769739353794,y
59.0,8.076922350929198,13.684382584588281,y
79.0,6.507279782046811,14.837546560271033,y
99.0,6.027589060461552,13.282287864164374,y
119.0,5.754378710080429,13.578660793002994,y
139.0,5.341656858814587,12.73164865682865,y
159.0,5.129316646763137,15.06015137762859,y
179.0,4.6307688057899625,14.5301641301177,y
199.0,4.249789546235499,14.067604594532101,y
