epoch,train loss,val loss,swa
0.0,59.77336442238734,53.64805338094975,n
19.0,16.253530474434513,22.005429896129957,y
39.0,8.913847622555823,19.25383410303072,y
59.0,6.852420704246102,17.562835587167193,y
79.0,6.248194083600054,14.381374252938675,y
99.0,5.990742231023983,16.15030635430895,y
119.0,5.12435655987484,15.176104231127377,y
139.0,4.415298921073979,14.350930820251333,y
159.0,4.107463892162914,13.664923221900546,y
179.0,4.301073495036279,13.659173464638064,y
199.0,4.600077702688881,15.540988377456006,y
