epoch,train loss,val loss,swa
0.0,67.25086916787339,68.15821675562488,n
19.0,15.918634564402058,23.65105833784904,y
39.0,8.924691695954726,18.174214301331673,y
59.0,6.779796973464393,17.56963341717893,y
79.0,6.59714953231932,17.345270860998124,y
99.0,5.554484810091015,16.642683021762828,y
119.0,5.0250921093024905,16.652349869821972,y
139.0,5.032112978540547,16.10138102763675,y
159.0,4.691684981686253,16.63749233552211,y
179.0,4.312293484957621,16.243190629494624,y
199.0,3.9714502791711324,16.11446325519542,y
