epoch,train loss,val loss,swa
0.0,63.557384490938176,57.56556399457756,n
19.0,21.14565469327451,24.499388122695617,y
39.0,10.598590724723516,17.717485228489185,y
59.0,7.947561313311132,16.798204622734552,y
79.0,6.765582428059795,15.641495653267565,y
99.0,6.285800152538147,15.46263326790141,y
119.0,5.76964107753945,15.292593444215841,y
139.0,5.390995098929017,13.48036981245567,y
159.0,5.059995538322553,14.209352189782022,y
179.0,4.119971969187565,14.86551491213941,y
199.0,4.566730560102856,14.723335883398166,y
