epoch,train loss,val loss,swa
0.0,62.100833974319066,63.36649605400204,n
19.0,15.12102840030356,21.036889130587404,y
39.0,9.000395365147757,15.678753306828632,y
59.0,6.974910430309682,14.147221755487314,y
79.0,5.607324309434967,13.361253034265548,y
99.0,5.225102045402054,13.846394407934476,y
119.0,4.424476372822677,13.51252190436724,y
139.0,4.132431336242179,13.624209525053983,y
159.0,4.012200228781533,12.872178025813918,y
179.0,3.6746191095609397,14.35439621475694,y
199.0,3.674050952147688,13.796812855517926,y
