epoch,train loss,val loss,swa
0.0,61.048672413166365,62.667587332157275,n
19.0,15.157967133752505,15.97322104508395,y
39.0,9.608675546018283,11.60519917888345,y
59.0,8.065217998766899,10.673136664178088,y
79.0,7.395926562333107,9.8335466607247,y
99.0,6.1315526534636815,8.729908441632523,y
119.0,5.799440629283587,7.8830639908350815,y
139.0,5.518453103470803,7.352681399627053,y
159.0,5.3868419890960055,7.739209943484766,y
179.0,4.637701872722308,6.321214722845839,y
199.0,4.524301190066337,6.288048203127372,y
