epoch,train loss,val loss,swa
0.0,59.58638039560423,53.546888617948554,n
19.0,17.14199885299546,20.76094384371549,y
39.0,10.041270253457196,16.809215505232757,y
59.0,7.761020056903362,15.646678884139007,y
79.0,7.092925687080843,13.872651070698925,y
99.0,5.985880199194947,13.145790848923825,y
119.0,5.111569120020399,14.46012080743395,y
139.0,4.776056312902255,14.165652315506989,y
159.0,5.549294473162152,14.292992584321691,y
179.0,4.5626013572309905,15.675216221946409,y
199.0,3.955685724856072,14.504935743479892,y
